RevId,UserId,UserName,Rating,Comment,image_urls,ResId,streetAddress,district,region,Res_pos_score,Res_price_score,Res_food_score,Res_atmosphere_score,Res_services_score,Food_score_cmt,Services_score_cmt,Atmosphere_score_cmt,Position_score_cmt,Price_score_cmt,Total_reviews,Followers,images
2490739,757855,Hàn Vũ Thiên,7.4,"❗️Phở chiên phồng đầy ú ụ một đĩa một ngưởi ăn không xuể.Miếng phở chiên ngoài giòn tròn mềm dai ăn thích miệng. Mọi thứ đều đc xào vừa đủ độ kèm với nước chấm hơi ngọt( cá nhân mình thích ngọt nên ưng còn với các bạn thì hơi lợ). 
❗️Phở cuốn ăn khá chất lượng, thích nhất thịt bò mềm~~~~, lượng bò và rau khá cân đối
❤️: yêu nhất ở đây là thịt bò không bị dai, được xào vừa tới, mềm, vừa miệng.
❗️Khá khó để gọi nhân viên khi đang ăn, chỉ có thể nhìn thấy nhân viên khi order hoặc khi đồ lên
❗️Không gian hai tầng khá rộng rãi, sạch sẽ. Quán khá vắng
❗️Vị trí hơi khuất và khó tìm, chỗ để xe hơi chật","https://images.foody.vn/res/g68/675207/s800/foody-pho-cuon-huong-mai-to-hieu-529-636841376802157215.jpg,https://images.foody.vn/res/g68/675207/s800/foody-pho-cuon-huong-mai-to-hieu-820-636841376791529982.jpg",675207,101C9 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.1,6.1,5.9,5.7,5.6,8,7,7,7,8,18,0,"[{'url': 'https://images.foody.vn/res/g68/675207/s800/foody-pho-cuon-huong-mai-to-hieu-529-636841376802157215.jpg', 'path': 'foody-pho-cuon-huong-mai-to-hieu-529-636841376802157215.jpg', 'checksum': '46cfa6b512ae15737e4fed10df546fae', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g68/675207/s800/foody-pho-cuon-huong-mai-to-hieu-820-636841376791529982.jpg', 'path': 'foody-pho-cuon-huong-mai-to-hieu-820-636841376791529982.jpg', 'checksum': 'd3816cfd7d5d638918f63f6b3ad649be', 'status': 'downloaded'}]"
2556099,9468158,Ngân Kim,2.2,"Quá thất vọng về thái độ phục vụ của nhân viên !
Mình sẽ ko bao giờ đến đây lần 2",https://images.foody.vn/res/g68/675207/s800/foody-pho-cuon-huong-mai-to-hieu-504-636889325414236232.jpg,675207,101C9 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.1,6.1,5.9,5.7,5.6,1,1,1,1,7,1,0,"[{'url': 'https://images.foody.vn/res/g68/675207/s800/foody-pho-cuon-huong-mai-to-hieu-504-636889325414236232.jpg', 'path': 'foody-pho-cuon-huong-mai-to-hieu-504-636889325414236232.jpg', 'checksum': '39e3ff7646ddafdd6f00c50e8a7424d0', 'status': 'downloaded'}]"
1803513,8809437,huyen9517,9.6,"Đến đây một lần và chắc chắn sẽ quay lại. Ăn 6 người mà mỗi người tính ra hết có gần 200k. Thích nhất món cua sốt me rất ngon nhưng ăn hơi bẩn tay tí xíu :))) Cua hấp và cua rang muối thì 8 9 điểm. Còn cua sốt me 10 điểm luôn :p Giá phù hợp với chất lượng đó. 
Nhân viên nhiệt tình, quán ấm cúng, sạch sẽ.",https://images.foody.vn/res/g70/692167/s800/foody-bien-cua-cac-mon-cua-ga-605-636474799200113586.jpg,692167,89 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,9.5,9.5,9.5,9.5,9.0,9,10,10,10,9,1,0,"[{'url': 'https://images.foody.vn/res/g70/692167/s800/foody-bien-cua-cac-mon-cua-ga-605-636474799200113586.jpg', 'path': 'foody-bien-cua-cac-mon-cua-ga-605-636474799200113586.jpg', 'checksum': 'dd726f7325770df3c0299d5f6b57f38c', 'status': 'downloaded'}]"
6939230,12524167,mmai172,10,"Hôm chủ nhật mình đi ăn vào tầm trưa, quán vắng khách, sáng sủa và sạch sẽ. Sữa chua lên rất nhanh mà mình nghiện nhất là món sữa chua trân châu. Trân châu dai dai, nước cốt dừa có độ béo ngậy vừa phải, không bị ngọt quá và hơi ấm trộn vào cốc kem sữa chua mát lạnh thật sự rất ngon luôn. Kem sữa chua có đường vân rõ ràng, có vị ngọt thanh rất dễ ăn. Phục vụ thân thiện cực kì",,992962,112 Vũ Phạm Hàm,Quận Cầu Giấy,Hà Nội,8.4,8.4,8.2,8.2,7.8,10,10,10,10,10,12,0,
2640655,471631,Nguyen Huong,6.2,"Mình có đặt nem khoai qua công ty thì chỉ có nem rán ăn còn tạm ổn dù rán hơi già quá. Khoai tây và khoai lang thì ăn vừa cứng vừa khô như rán lại mấy chục lần vậy. Thêm 1 điểm trừ là túi tương ớt bung bét đầy túi dù đi có 700m, cái này chắc có cả 1 phần lỗi ship nữa.",https://images.foody.vn/res/g89/888473/s800/foody-nem-chua-ran-36-tam-thuong-tran-thai-tong-620-636937067358639863.jpg,888473,1 Hẻm 4 Ngách 64 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,5.7,5.7,5.6,5.4,4.7,4,5,5,10,7,2,64,"[{'url': 'https://images.foody.vn/res/g89/888473/s800/foody-nem-chua-ran-36-tam-thuong-tran-thai-tong-620-636937067358639863.jpg', 'path': 'foody-nem-chua-ran-36-tam-thuong-tran-thai-tong-620-636937067358639863.jpg', 'checksum': '3e6f470f58a51fc160c56031960cc67d', 'status': 'downloaded'}]"
2642593,283041,Phương Trần,1,"Mình order 28 nem chua rán, 5 pho mai que và 1 trà chanh từ quán qua ứng dụng nhưng kết quả khi nhận lại quá thất vọng. Quán trả 28 cái nem bị cắt đôi ra để rán cho có lời và 2 pho mai que, gọi trà chanh thì pha nestle trà đào 🤬🤬🤬🤬🤬. Khi được hỏi thì quán đáp ntn là chuyện bt và to tiếng với khách và bên vận chuyển. Quán ntn mà còn bán hàng và liên kết với các app được thì cũng đến chịu. Không bao giờ quay lại và khuyên mng đừng bao giờ ăn ở đây để mua bực vào người",https://images.foody.vn/res/g89/888473/s800/foody-nem-chua-ran-36-tam-thuong-tran-thai-tong-133-636938043404955312.jpg,888473,1 Hẻm 4 Ngách 64 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,5.7,5.7,5.6,5.4,4.7,1,1,1,1,1,1,0,"[{'url': 'https://images.foody.vn/res/g89/888473/s800/foody-nem-chua-ran-36-tam-thuong-tran-thai-tong-133-636938043404955312.jpg', 'path': 'foody-nem-chua-ran-36-tam-thuong-tran-thai-tong-133-636938043404955312.jpg', 'checksum': '095fc118e4f6cf34c2684af674f8a27f', 'status': 'downloaded'}]"
1505849,9074163,leminhhieu1992,8,"Ăn ngon hơn ở bên cuc cu . Nhà hàng chủ yếu bán tối và đêm. Thấy ngon hơn gà rán những chỗ khác. Chỗ này có cái nước sốt chua cay tuyệt vời. Củ cái muối ở đây cũng ưng
Mỗi tội hơi ít nhân viên phục vụ
Còn lại đều ưng",,659998,29 Đỗ Quang,Quận Cầu Giấy,Hà Nội,8.7,8.0,7.9,7.1,6.9,10,5,7,10,8,2,0,
1562655,2017801,Phuong Park Nguyen,7.2,"Bạn nào ở Hàn Quốc rồi sẽ thấy Hàn Quốc có món gà rán nguyên con trong chảo dầu sôi sùng sục, gọi là ""Thông dạc"" (동닭). Nhà này làm chuẩn luôn. Da giòn, ko ngấy dầu mỡ, gà thơm.",,659998,29 Đỗ Quang,Quận Cầu Giấy,Hà Nội,8.7,8.0,7.9,7.1,6.9,9,8,7,3,9,1,0,
3119732,9951319,nguyenhien1906,10,Mỳ ngon - bổ - rẻ. Hợp với túi tiền. Sẽ ủng hộ quán nhiều hơn!!!,https://images.foody.vn/res/g95/947717/s800/foody-anh-gau-mi-tron-indomie-339-637044036384856567.jpg,947717,66 Ngõ 58 Trần Bình,Quận Cầu Giấy,Hà Nội,9.5,9.3,9.0,8.8,8.3,10,10,10,10,10,1,0,"[{'url': 'https://images.foody.vn/res/g95/947717/s800/foody-anh-gau-mi-tron-indomie-339-637044036384856567.jpg', 'path': 'foody-anh-gau-mi-tron-indomie-339-637044036384856567.jpg', 'checksum': '430c4332b25b6859c85c33750ab142e6', 'status': 'downloaded'}]"
2243563,9279237,Chunyoung Ahn,9,"Đúng thật tiền nào của nấy và gà sốt Hàn Quốc vẫn là đỉnh nhất. Ăn nhiều chỗ và quán này cũng nằm trong list quán có món gà the best. Cuối ngày đi làm về mệt chỉ muốn gọi đồ ăn ngoài về ăn cho sướng nên quyết định dùng nốt cái mã foody cho gọi gà về choén. Gọi set gà đầu tiên trong menu thì gồm 1 nửa phần là gà sốt bbq cực đậm sốt tất nhiên là rất ngon rồi, và 1 phần là gà chiên cũng giòn và ngon k kém. Ngon hơn khi ăn kèm củ cải muối và salad. 👍",,659998,29 Đỗ Quang,Quận Cầu Giấy,Hà Nội,8.7,8.0,7.9,7.1,6.9,8,10,7,10,10,12,2,
6309825,15689881,Gia Han,3,"Mình: cho em 1 sữa chua chân trâu, à không cho em sữa chua sầu riêng thêm topping chân trâu ạ.
chị chủ ( vừa order vừa quát con ):  của em 65k
Mình: ơ sao nhiều vậy chị, em order 1 sữa chua sầu riêng thêm topping chân trâu thôi ạ.
Chị ấy khó chịu xé bill vừa in rồi nói to: em không nói luôn đi, chị in ra rồi @@, với 1 thái độ rất khó chịu.Sau đó vẫn lên đơn khác cho mình, nhân viên đưa đồ thì bảo đây chị cầm lấy đi :))).  kết quả về nhà chỉ thấy sửa chua có mùi sầu riêng, còn k biết miếng sầu hình dạng như nào :)). (quên mất mình k chụp trước khi đổ chân châu), hay là chỗ này chỉ cho miếng sầu vào cho có mùi rồi lại bỏ ra nhỉ :)))",https://images.foody.vn/res/g100/992962/s800/foody-sua-chua-tran-chau-ha-long-vu-pham-ham-601-637300648945324632.jpg,992962,112 Vũ Phạm Hàm,Quận Cầu Giấy,Hà Nội,8.4,8.4,8.2,8.2,7.8,3,1,3,4,4,1,0,"[{'url': 'https://images.foody.vn/res/g100/992962/s800/foody-sua-chua-tran-chau-ha-long-vu-pham-ham-601-637300648945324632.jpg', 'path': 'foody-sua-chua-tran-chau-ha-long-vu-pham-ham-601-637300648945324632.jpg', 'checksum': '57117a8455eb847d302c14bf21bc8e99', 'status': 'downloaded'}]"
2710741,1620020,Thuý Hằng Nguyễn,8.6,"Bản thân là đứa thích khuyến mãi nên quán nào có khuyến mãi đậm đậm gần nhà là mình thường đặt thử 😂😂😂 Mình order trên app vì trên đây giảm rất đẫm, hơn nữa giá giảm 50% rồi mà giá vẫn siêu rẻ. Mình cũng không quá mong chờ đâu nhưng lại cực ngạc nhiên vì bánh mỳ hay trà sữa của Savor đều ngon và vừa miệng đến lạ ☺️☺️☺️
Trà sữa trân châu đường đen và trà sữa kem cháy là 2 món mình thương uống nhất, trân châu dẻo, nhai dai dai thích lắm. Còn bánh mỳ thì mình thích gà sốt nấm í, yummy","https://images.foody.vn/res/g93/922857/s800/foody-savor-banh-mi-tra-sua-ho-tung-mau-193-636962863245566213.jpg,https://images.foody.vn/res/g93/922857/s800/foody-savor-banh-mi-tra-sua-ho-tung-mau-163-636962863236023454.jpg",922857,126 Hồ Tùng Mậu,Quận Cầu Giấy,Hà Nội,7.3,7.3,7.3,7.3,6.5,10,8,6,9,10,175,108,"[{'url': 'https://images.foody.vn/res/g93/922857/s800/foody-savor-banh-mi-tra-sua-ho-tung-mau-193-636962863245566213.jpg', 'path': 'foody-savor-banh-mi-tra-sua-ho-tung-mau-193-636962863245566213.jpg', 'checksum': '4ff5f83bf81342112d412f97e57ad765', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g93/922857/s800/foody-savor-banh-mi-tra-sua-ho-tung-mau-163-636962863236023454.jpg', 'path': 'foody-savor-banh-mi-tra-sua-ho-tung-mau-163-636962863236023454.jpg', 'checksum': '0fc47ca2e14a9dfdd912502b99bf5c55', 'status': 'downloaded'}]"
4705912,20029708,Khánh,10,"Sau bao ngày cách ly xã hội mới có lại một niềm vui không diễn tả nổi là được thưởng thức cốc sữa chua ngon tuyệt tại không gian tuyệt vời này. Nhân viên, chủ quán thân thiện, nhiệt tình lại xinh xắn. Một cảm giác bình an đến lạ :x",https://images.foody.vn/res/g100/992962/s800/foody-sua-chua-tran-chau-ha-long-vu-pham-ham-320-637234111173608370.jpg,992962,112 Vũ Phạm Hàm,Quận Cầu Giấy,Hà Nội,8.4,8.4,8.2,8.2,7.8,10,10,10,10,10,1,0,"[{'url': 'https://images.foody.vn/res/g100/992962/s800/foody-sua-chua-tran-chau-ha-long-vu-pham-ham-320-637234111173608370.jpg', 'path': 'foody-sua-chua-tran-chau-ha-long-vu-pham-ham-320-637234111173608370.jpg', 'checksum': '372cc35821a7d7e3cebde200d1fed60e', 'status': 'downloaded'}]"
1260870,1141468,Yen Nhi Vu,7.4,"Bún 30k 1 bát nhá~ Mình với bạn ăn 1 bún nước 1 bún trộn. Bún nước nhìn hấp dẫn mà hơi ít ít hay sao ý )) Mình thấy bún trộn trông ngon với đầy đặn hơn, thấy bạn mình ăn bảo ok, vị ngon mà thịt cũng đầy đặn nữa. Bún nước ở đây thì mình thấy nước hơi nhạt, ko biết có phải do mình ăn mặn ki nữa, mình phải đổ cả bát xì dầu vào ăn mới thấy đậm đà vừa miệng ý :(( Măng cũng khá mềm và ngon, đậm đà ko bị chua.
Điểm trừ là quán siêu đông, vì khu đó là khu văn phòng nên buổi trưa siêu đông luôn, mình phải đợi 15p mới có đồ mà ăn ý dù lúc đấy gần 1h rồi.","https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-414-636221246249410856.jpg,https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-583-636221246191660842.jpg,https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-963-636221246179605977.jpg,https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-785-636221246123759588.jpg",275532,"10 Ngõ 76 Duy Tân, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,7.4,6.9,6.4,6.1,6.1,8,7,7,7,8,307,273,"[{'url': 'https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-414-636221246249410856.jpg', 'path': 'foody-hanh-lan-bun-mien-ngan-414-636221246249410856.jpg', 'checksum': '15566d31ca0d3f8bc106d7718bd924b3', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-583-636221246191660842.jpg', 'path': 'foody-hanh-lan-bun-mien-ngan-583-636221246191660842.jpg', 'checksum': 'c48e7ffa401f0f0a6c65de17f9a8e56b', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-963-636221246179605977.jpg', 'path': 'foody-hanh-lan-bun-mien-ngan-963-636221246179605977.jpg', 'checksum': '9ab74f5046a71500596a80ba5f2c0559', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-785-636221246123759588.jpg', 'path': 'foody-hanh-lan-bun-mien-ngan-785-636221246123759588.jpg', 'checksum': '5556bbfe864beb51564bfd9a6b559ef9', 'status': 'downloaded'}]"
6938226,21165506,Long Steven,10,"Món ăn ngon, dễ ăn, nhân viên nhiệt tình thân thiện, cửa hàng sạch đẹp",https://images.foody.vn/res/g100/992962/s800/foody-sua-chua-tran-chau-ha-long-vu-pham-ham-663-637322205486369384.jpg,992962,112 Vũ Phạm Hàm,Quận Cầu Giấy,Hà Nội,8.4,8.4,8.2,8.2,7.8,10,10,10,10,10,1,0,"[{'url': 'https://images.foody.vn/res/g100/992962/s800/foody-sua-chua-tran-chau-ha-long-vu-pham-ham-663-637322205486369384.jpg', 'path': 'foody-sua-chua-tran-chau-ha-long-vu-pham-ham-663-637322205486369384.jpg', 'checksum': '436f4229cc1c5e5f0a9e59109aac1ad1', 'status': 'downloaded'}]"
3961881,11579565,Quỳnhchi Nguyễn,7,"- mình thấy review ở đây ngan khá ngon, nên mình có đặt 1 bún ngan trộn về. Nhưng vị thì không được như mong đợi lắm, hơi khô và thịt ngan chưa được ngon lắm. ☹️","https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-994-637153909097185746.jpg,https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-483-637153909096404424.jpg",275532,"10 Ngõ 76 Duy Tân, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,7.4,6.9,6.4,6.1,6.1,7,7,7,7,7,921,64,"[{'url': 'https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-994-637153909097185746.jpg', 'path': 'foody-hanh-lan-bun-mien-ngan-994-637153909097185746.jpg', 'checksum': '5fd5e0b3018c67f179a37382df59559c', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g28/275532/s800/foody-hanh-lan-bun-mien-ngan-483-637153909096404424.jpg', 'path': 'foody-hanh-lan-bun-mien-ngan-483-637153909096404424.jpg', 'checksum': 'facc9bead2abeeef01f582a2efbc02e1', 'status': 'downloaded'}]"
2806362,118026,Duc Anh Hoang,7.2,"gà rán ngon, lần đầu thấy quán gà hàn quốc mà có cả cổ gà
gà này kiểu gà ta, không giống gà công nghiệp
không có sốt chấm tương mà chỉ có muối","https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-151-636983100748257948.jpg,https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-403-636983100749154164.jpg,https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-955-636983100741830402.jpg,https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-335-636983100741674139.jpg,https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-393-636983100741205348.jpg,https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-408-636983100740580299.jpg",659998,29 Đỗ Quang,Quận Cầu Giấy,Hà Nội,8.7,8.0,7.9,7.1,6.9,8,7,7,7,7,583,95,"[{'url': 'https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-151-636983100748257948.jpg', 'path': 'foody-parasolsol-chicken-hof-151-636983100748257948.jpg', 'checksum': '349d7fc3e8d46968ee734fc9a9adb900', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-403-636983100749154164.jpg', 'path': 'foody-parasolsol-chicken-hof-403-636983100749154164.jpg', 'checksum': 'a54b42ceb59dd51699f5c35af02cff2c', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-955-636983100741830402.jpg', 'path': 'foody-parasolsol-chicken-hof-955-636983100741830402.jpg', 'checksum': '3cd42fa4a98778e396440eea958daa73', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-335-636983100741674139.jpg', 'path': 'foody-parasolsol-chicken-hof-335-636983100741674139.jpg', 'checksum': '8eb4b6d13bb1216e19769a95b960664a', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-393-636983100741205348.jpg', 'path': 'foody-parasolsol-chicken-hof-393-636983100741205348.jpg', 'checksum': '4dc3a572996d1e9b5e42c9187750012c', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g66/659998/s800/foody-parasolsol-chicken-hof-408-636983100740580299.jpg', 'path': 'foody-parasolsol-chicken-hof-408-636983100740580299.jpg', 'checksum': '27ae8a6e23f159f9259659e463e45efb', 'status': 'downloaded'}]"
