RevId,UserId,ResId,Comment,image_urls,Food_score_cmt,Services_score_cmt,Atmosphere_score_cmt,Position_score_cmt,Price_score_cmt,Rating
9495563,135154,1056304,"Lại thêm một quán cà phê nữa đốn tim mình :))
Quán nằm ở số 18 ngõ 170 Hoàng Ngân, không khó tìm (đoạn loằng ngoằng chỗ***- Đỗ Quang - Hoàng Ngân có thể hơi loạn một tẹo). Quán có mặt tiền xinh xắn dù nằm trong ngõ, và may mắn là thoát ra được khỏi concept Hường Quắc tường sơn trắng cửa gỗ nâu dạo gần đây. Để xe rộng rãi ngay trước cửa quán.
Mình đến vào buổi tối, trông quán rất lung linh với ánh đèn và bàn ghế gỗ trầm tối màu, nhạc không lời du dương và một vài hình vẽ gắn đèn neon trông như quán bar. Nói chung là có chất riêng và có sự đầu tư của người chủ đó ạ.
Mình tính gọi Earl Grey Ashtray mà nghe bạn nhân viên nói có rượu Bailey là mình né, bởi vì không uống được rượu dù chỉ là một xíu. Tiếc ghê, mình gọi trà đào chanh leo 50k (tên là four seasons à?!) và bánh chuối chocolate (40k thì phải). Cả hai món mình đều ưng, trà cốc đầy và vị dễ uống, không phải kiểu cẩu thả nhúng cái túi trà lọc vào là xong, có cả đào miếng trong cốc nữa nhe. Bánh chuối chocolate được làm nóng, ăn rất ngon.
Nhân viên nhẹ nhàng và lịch sự. Nhưng phải nói là cái làm mình ưng nhất chính là không khí - không gian tại quán. Quán có hai tầng nhưng mình chỉ ngồi tầng 1 nên không biết bên trên sao, cơ mà riêng tầng 1 mình đã rất thích rồi. Quán yên ắng, nhạc dễ nghe và dù không có không gian ngoài trời nhưng mình cũng dư sức ngồi thả hồn lơ lửng ở quán cả ngày.
Điểm trừ nhỏ xíu là quán cho phép hút thuốc nhưng sau 22h nên đó cũng không phải hạn chế gì với mình, né giờ đó ra thôi.
Túm cái váy lại là cực kỳ recommend quán. Định giữ làm của riêng không review vì quán đẹp như này mà đông khách thì hết đẹp :))) nhưng thôi quán phải có khách thì mới sống được :)))","https://images.foody.vn/res/g106/1056304/s800/foody-292-637413217365518887.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-245-637413217306396635.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-861-637413217280507345.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-121-637413217274726511.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-256-637413217269257265.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-132-637413217266600774.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-447-637413217257598586.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-938-637413217254317029.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-926-637413217249149754.jpg,https://images.foody.vn/res/g106/1056304/s800/foody-839-637413217241336545.jpg",10,8,10,8,8,8.8
10630549,10151976,753597,"Quán cũng nhiều món khác nhưng vì thích bơ nên od bơ. So với các quán khác mình từng uống thì quán này làm hơi loãng. Bơ thì ngọt nhẹ cảm giác là vị ngọt nguyên chất của bơ vì sữa cho vừa phải nên vẫn còn vị của quả. Mình order về nên cũng không có đánh giá được không gian như nào, chỉ biết shipper giao đồ khá nhanh","https://images.foody.vn/res/g76/753597/s800/foody-hoa-qua-bon-mua-sinh-to-nuoc-ep-424-637455200493565283.jpg,https://images.foody.vn/res/g76/753597/s800/foody-hoa-qua-bon-mua-sinh-to-nuoc-ep-964-637455200485813242.jpg,https://images.foody.vn/res/g76/753597/s800/foody-hoa-qua-bon-mua-sinh-to-nuoc-ep-226-637455200477072225.jpg",7,7,7,7,7,7
2234970,38176,731505,"Quán khá vắng nhưng điện thoại của quán đc gọi order liên tục. Mình đến định thử chân giò hầm của quán nhưng thấy 1kg 1 suất mà đi có 2 người nên đành để dành cho lần khác. 
- về đồ ăn: mình gọi ba chỉ nướng thực sự ba chỉ ướp sốt rất ngon, 2 người ăn thì hơi nhiều nhưng mà ăn đưa cơm thực sự. Rau cuốn thịt cũng khá nhiều, tươi và sạch. Đặc biệt thích ở đây vì nhiều panchan, củ cải, dưa chuột, kim chi ngon hơn cả Hàn. Món chả cá cũng là món mình thích vô cùng tuy chưa giống Hàn lắm nhưng ăn cũng rất ngon. Nấm xào tạm ổn và còn lá kim tẩm thì mình chưa thử qua. Thực sự chỉ thiếu món cá khô nữa là giống y hệt Hàn rồi. Món canh kim chi cũng không cay lắm nhưng khá ngon, nước hơi sệt. Có bình trà đá uống free thích lắm. Mong quán bổ sung thêm nhưng món như bulgogi steam pot hay bibimbap là chuẩn.
- về giá cả: giá khá cao nhưng nếu đi đông thì ok hơn vì đồ ăn 1 suất khá nhiều. Ở VN nhưng giá đắt như Hàn, canh kim chi 150k, thịt nướng 350k, cơm thêm 20k, một suất chân giò 530-630k, gà nướng 210k,...
- nhân viên phục vụ ko niềm nở lắm nhưng vẫn chu đáo, lúc đang ăn trời mưa mà mình treo mũ ở ngoài nhân viên còn mang vào để trong nhà. 
Chắc chắn mình sẽ quay lại tuy nhiên 4 người trở lên thì mới đi :))

Trung bình: 200k 1 người","https://images.foody.vn/res/g74/731505/s800/foody-nhan-duyen-am-thuc-han-quoc-192-636702488344543102.jpg,https://images.foody.vn/res/g74/731505/s800/foody-nhan-duyen-am-thuc-han-quoc-665-636702488318068373.jpg",10,7,10,7,5,7.8
2993639,954381,950326,"Vị trí: Trên con đường Nguyễn Khang lại mở thêm 1 cơ sở Tocotoco nữa, theo mô tả thì quán ở đoạn đối diện Cầu Cót, mình thì chỉ gọi ship thôi nên cũng không rõ lắm chính xác địa điểm.
Không gian: X
Phục vụ: X
Đồ uống: Biết là nếu gọi không đá thì cốc chắc chắn sẽ vơi và bình thường các cơ sở khác sẽ cho thêm nước lọc vào để cốc trà sữa nhìn đầy đặn thuận mắt hơn và mình cũng đã quen với việc đó rồi nên giờ nhìn cốc trà sữa cứ vơi nên thấy có phần thiếu thiếu. Còn lại thì chất lượng vẫn vậy ạ ^^","https://images.foody.vn/res/g96/950326/s800/foody-tra-sua-tocotoco-271-nguyen-khang-950326-389-637021647984220552.jpg,https://images.foody.vn/res/g96/950326/s800/foody-tra-sua-tocotoco-271-nguyen-khang-950326-728-637021647979688887.jpg,https://images.foody.vn/res/g96/950326/s800/foody-tra-sua-tocotoco-271-nguyen-khang-950326-964-637021647974844684.jpg,https://images.foody.vn/res/g96/950326/s800/foody-tra-sua-tocotoco-271-nguyen-khang-950326-948-637021647970146075.jpg",6,7,7,10,5,7
1064947,1900457,150871,"Cháo trai gần chợ Nghĩa Tân ạ. Đi qua chợ một đoạn có cái lối rẽ phải đâm thẳng là thấy, có một hàng cháo trai khác gần đó nhưng ko ngon bằng nhé. Cháo sánh, mịn, nhiều trai lắm. Quẩy thì bình thường ko có gì đặc biệt. Tầm chiều thấy các bé ra ngồi ăn siêu đông luôn, các mẹ cũng tranh thủ cùng con oánh một bát. 

Mỗi bát là 15k. Có cả chè đỗ đen nữa ai thích thì ăn cùng. Ngoài ra còn có trứng vịt lộn thấy cũng được dân tình hâm mộ quá mà chưa thử vì ko thấy thú. Từ hàng này chếch sang phía tay trái có hàng nộm bò khô bánh bột lọc ăn cũng ok lắm nhé.",https://images.foody.vn/res/g16/150871/s800/foody-chao-trai-nghia-tan-335-636108752039918174.jpg,8,8,5,8,8,7.4
3277702,17705934,966409,"Giá cả hợp lí, không gian rộng rãi. Ấn tượng với món sụn gà vị rất ngon. Nước lẩu ngon.",https://images.foody.vn/res/g97/966409/s800/foody-pham-bro-s-com-ngon-lau-an-choi-516-637067509609898214.jpg,8,6,10,10,7,8.2
2347476,12946884,311167,"- Mình ở Trần Quốc Hoàn, ngày trước muốn ăn thì phải sang tít cơ sở ở Trung Hoà, từ khi cơ sở Phong Sắc mở là chuyển hẳn về đây luôn. Mình bị nghiện cái sốt ở đây, bánh ăn ròn rụm. Nước uống pha vừa miệng.
- Nhân viên phục vụ chuyên nghiệp, lễ phép.",https://images.foody.vn/res/g32/311167/s800/foody-bami-king-banh-mi-bo-nuong-nguyen-phong-sac-231-636761835455238207.jpg,9,10,9,9,9,9.2
6775786,1992069,1036165,"Mình biết quán này qua Tiktok của anh #abeo Kiều Văn Thái, đi qua ăn thử thấy món ăn ngon; mình đặc biệt thích món bánh tráng nướng, giòn giòn mà vị như Pizza í cả nhà ạ! Nhìn chung các món đều vừa miệng, nem nướng thơm, ăn không béo!

📍 Số 18 ngõ 26 Đỗ Quang, Cầu Giấy
💵 Trứng vịt lộn nướng: 12k
💵 Nem nướng + Bánh tráng nướng: 30k
💵 Bún nem nướng: 35k","https://images.foody.vn/res/g104/1036165/s800/foody-oishi-nem-nuong-nha-trang-912-637317108122711032.jpg,https://images.foody.vn/res/g104/1036165/s800/foody-oishi-nem-nuong-nha-trang-934-637317108120054541.jpg,https://images.foody.vn/res/g104/1036165/s800/foody-oishi-nem-nuong-nha-trang-859-637317108117554315.jpg,https://images.foody.vn/res/g104/1036165/s800/foody-oishi-nem-nuong-nha-trang-198-637317108107917078.jpg",10,10,10,10,10,10
1366392,1809177,83827,"Thương hiệu bánh tráng cuốn thịt heo Đà Nẵng đã có tiếng ở Hà Nội. Mới ăn thử ở Phạm Ngọc Thạch nên hnay ra thử Ng Ngọc Vũ xem như nào. Cơ sở to hơn, phục vụ cũng chuyên nghiệp hơn nhưng cảm giác k ngon bằng. Lý do là thịt nguội. Mình gọi 2 suất thịt nướng, giá vẫn 50k/suát nhưng rau héo thịt nguội. Nhân viên phục vụ nhanh nhưng k nhiệt tình. Cam giác rất thiếu gần gũi. Ăn khá tệ, mà mình ăn lúc 7h tối chứ có phải muộn đâu. À chưa kể bánh phở còn khô, nem quấn còn ỉu. Nói chung là tệ","https://images.foody.vn/res/g9/83827/s800/foody-hoang-beo-dac-san-da-nang-780-636277573445537291.jpg,https://images.foody.vn/res/g9/83827/s800/foody-hoang-beo-dac-san-da-nang-543-636277573406940511.jpg,https://images.foody.vn/res/g9/83827/s800/foody-hoang-beo-dac-san-da-nang-364-636277573382071020.jpg,https://images.foody.vn/res/g9/83827/s800/foody-hoang-beo-dac-san-da-nang-254-636277573345806315.jpg",4,6,7,7,8,6.4
1078673,105840,248450,"Mình ngồi bàn ngay tầng 1 nên cũng chả rõ quán có mấy tầng. Quán toàn khách Hàn, hôm đấy hình như có mỗi bàn mình là khách Việt. Mở menu ra thì toàn thấy các món xào tầm 500-600k/đĩa, thấy hơi chột dạ. Giở sang trang thì thấy giá có rẻ hơn chút, nhưng cũng tầm 250-300k/đĩa, vẫn hơi đắt. Lẩu cũng toàn 500-800k/nồi. Cũng ko nhiều món lắm. Mình cứ tưởng sẽ hết rất nhiều tiền cho bữa ăn hôm đấy, may sao giở đến cuối quyển menu lại có suất ăn đặc biệt 130k/ng, hỏi ra có miến gà, bánh tok xào và trứng cuộn, mình gọi luôn 2 suất cho 2 người. Nước thì uống nước lọc để sẵn ở mỗi bàn, đồ ăn kèm thì khá phong phú. Về món ăn chính, miến rất ngon nhưng hơi ít, gà cũng giống gà công nghiệp, nhưng ăn được, bánh tok cũng ngon, nhưng trứng thì hơi nhạt. Mỗi người còn có thêm 1 bát cơm nóng nữa nhưng mình không động đến cơm. Trong hình là suất cho 2 người chung nhau, mình quên chụp trứng cuộn. Nói chung 260k/2 người cũng không phải là quá đắt, mà cũng ngon thật. Nhưng mà hơi tiếc là hơi ít món để chọn và các món còn lại giá quá cao. Đúng là chỉ phục vụ chi khách Hàn là chủ yếu. À, ông chủ hình như cũng người Hàn Quốc, cả chủ và nhân viên đều phục vụ tận tình.","https://images.foody.vn/res/g25/248450/s800/foody-nha-hang-han-quoc-hoang-ngan-949-636118293230381636.jpg,https://images.foody.vn/res/g25/248450/s800/foody-nha-hang-han-quoc-hoang-ngan-593-636118293227412661.jpg,https://images.foody.vn/res/g25/248450/s800/foody-nha-hang-han-quoc-hoang-ngan-444-636118292989699949.jpg",8,8,7,7,5,7
3226944,16882889,661339,"Nếu bạn đến Hà Nội mà không đến quán A Hiển - Phở Bò, Cơm Rang và Mì xào thì thật uổng phí. Mình đã từng đến và thưởng thức món Cơm rang và Phở Bò hai món ăn mà mình yêu thích. Mình đã từng ăn phở bò ở nhiều nơi nhưng cảm thấy hài lòng khi đến quán A Hiển bởi thái độ phục vụ ân cần, nhiệt tình và đặc biệt là nước phở rất ngon. Cơm rang thì vừa giòn vừa thơm lại có vị chua chua của dưa cải. Mình sẽ quay lại quán vào lần sau cùng nhóm bạn vì nghiện hương vị đặc trưng của tô phở bò.",https://images.foody.vn/res/g67/661339/s800/foody-a-hien-pho-bo-com-rang-mi-xao-ngon-598-637059884734511300.jpg,10,10,10,10,10,10
2845020,11926975,734824,"Mình là 1 đứa cuồng ăn cơm niêu ở Kombo luôn. Mình hay đặt ở Duy Tân, vì ở đây rất hay có chương trình khuyến mãi. Hay gọi 2 mặt cháy vì nó ăn vô cùng giòn luôn, có hơi mỡ xúi thôi. Thịt bò sốt tiêu dai và thơm lắm, còn thịt BBQ và gà nướng có sốt gì gì ý ăn với cơm ngon vc luôn. 
Chả hiểu sao ở Duy Tân bị mấy bài chê nhiều vậy, chả thấy khen mấy luôn. 
Mà Duy Tân là quán ưu thích số 1 của mình luôn nhá ^^","https://images.foody.vn/res/g74/734824/s800/foody-kombo-com-nieu-singapore-duy-tan-593-636994235935497807.jpg,https://images.foody.vn/res/g74/734824/s800/foody-kombo-com-nieu-singapore-duy-tan-197-636994235924559289.jpg,https://images.foody.vn/res/g74/734824/s800/foody-kombo-com-nieu-singapore-duy-tan-142-636994235924715554.jpg",10,10,10,10,8,9.6
397379,727390,83084,"Bình thường toàn ăn bún đậu đắt nhất là 25k. Nên vào đây có xí ngạc nhiên về giá. 1 mẹt như hình, thêm 3 bìa đậu sẽ hết 100k. Vị chi 1 suất bún đậu 50k/ng. 

Nhưng giá cũng cảm thấy không phải quá đắt vì đầy đủ thịt thà nem chả các loại. Và đặc biệt là đậu ở đây rán ngon quáaaa!!! Nóng hổi, ngoài giòn vàng rụm mà cắn vào trong thì mướt mềm vị đậu, chấm nước chấm cay cay ngon tê cả lưỡi. Thịt, chả cốm, giò, dồi đều ngon, ăn vừa miệng. 

1 suất thế kia đi 2 người ăn là no căng phồng luôn. Phục vụ rất nhanh nhẹn, lịch sự. Điểm cộng là quán có điều hoà mát lạnh. Ở Nguyễn Phong Sắc thì k có điều hoà, đậu làm mềm hơn. 

Ở đây có cả chè sương sa hạt lựu, có lẽ k nên thử vì chả có gì đặc biệt; tào phớ, sữa chua mít. 

Quán nằm ngay sau KFC trên đường Hoàng Quốc Việt dễ nhìn thấy lắm nhé",https://images.foody.vn/res/g9/83084/s800/foody-quan-met-bun-dau-hoang-quoc-viet-231-635794241894911203.jpg,7,7,6,7,7,6.8
10380506,8991442,864443,"☑️ KIMHO
📍 293 TÔ HIỆU, CẦU GIẤY, HÀ NỘI
💲 159k - 199k - 269k / người
.
Dạo này thấy quán này nổi phết, mọi người review khen nhiều nên cũng hí hửng đi ăn thử nè

Không gian không có gì nổi bật quán kiểu concept như các quán nướng Hàn Quốc khác thôi. Panchan có quầy line riêng tự lấy, tiện hơn nhiều chỗ buffet khác là phải gọi nhân viên 👍🏻

Mình đi hai người, sợ không ăn nổi nên chỉ gọi buffet 199k. Set này hình như là có 6-7 loại thịt. Bắp bò và gầu bò mềm, không bị mỡ. Nhiều miếng ba chỉ lợn mình ăn thấy bị mỡ ngấy ngấy, mà còn hơi dai, nhai mãi mới xong. Sụn cũng bị cứng á chả ăn được mấy. Thấy ngon nhất bò cuốn nấm và bắp bò ạ 🥺","https://images.foody.vn/res/g87/864443/s800/foody-buk-buk-fresh-lunch-745-637447055872550193.jpeg,https://images.foody.vn/res/g87/864443/s800/foody-buk-buk-fresh-lunch-265-637447055860579000.jpeg,https://images.foody.vn/res/g87/864443/s800/foody-buk-buk-fresh-lunch-309-637447055856193051.jpeg",8,7,8,8,9,8
2444648,135451,871205,"- Không gian: 3 tầng. Tầng 1 hơi bé, ngồi vỉa hè. Tầng 2 không gian mở. Còn tầng 3 chưa lên nên k biết.
Bàn ghế toàn gỗ, hơi bé. K nệm. 
Không gian tổng thể nhìn khá đẹp, nhưng ngồi hơi khó chịu. Tầng 2 khá ồn.
- Đồ uống: Mình gọi trà đen 23k. Ngọt, quá ngọt. K có vị gì. 2 bạn gọi trà xoài, có kem đi cùng, cũng quá ngọt. Kết luận nên gọi dừa.
Nhân viên ngoan. Nhiệt tình",https://images.foody.vn/res/g88/871205/s800/foody-aha-cafe-vu-pham-ham-519-636813712784239402.jpg,5,7,8,8,7,7
2161757,8923713,25441,"Đây là 1 quán khá ổn để ngồi lâu học tập hay làm việc. Quán rộng rãi và nhạc cũng rất hay (nhạc us uk từ 2010 đổ lại).
Nhận xét:
+ Đồ uống: với mình thì không có gì đặc sắc. Mình gọi 1 cafe nâu size lớn 39k và 1 trà bánh táo 50k. Cafe nâu uống ổn, trà bánh táo mình thấy k hợp vị mình lắm. Và mình cứ nghĩ sẽ có cái bánh nhưng k)) chỉ có nước và thạch vị táo hay sao í. Mình thấy giá như vậy hơi chát với đồ uống, nhưng nghĩ dù sao dịch vụ tốt nên cũng xứng đáng ^^
+ Bánh: mình gọi 1 bánh flan. Thực chất mình k có ý định gọi bánh nhưng vì đang có chương trình tích điểm cứ 49k được 1 tích, đủ 4 tích được free 1 đồ uống size M nên mình cố gọi thêm để đủ 2 tích))) Bánh hơi ngọt so với mình, và mình thích để lạnh hơn thì ăn sẽ ngon hơn. Bánh có giá 32k 1 miếng nhé.
Tổng thể thì đây là 1 nơi khá ổn, đồ uống tuy không đặc sắc nhưng cũng không có gì để chê cả.","https://images.foody.vn/res/g3/25441/s800/foody-twitter-beans-coffee-hoang-dao-thuy-502-636666453354698420.jpg,https://images.foody.vn/res/g3/25441/s800/foody-twitter-beans-coffee-hoang-dao-thuy-657-636666453344879024.jpg,https://images.foody.vn/res/g3/25441/s800/foody-twitter-beans-coffee-hoang-dao-thuy-434-636666453340444774.jpg,https://images.foody.vn/res/g3/25441/s800/foody-twitter-beans-coffee-hoang-dao-thuy-834-636666453337231695.jpg,https://images.foody.vn/res/g3/25441/s800/foody-twitter-beans-coffee-hoang-dao-thuy-312-636666453333398025.jpg",7,9,9,9,6,8
